"","Term","Ont","N","DE","P.DE","FDR.DE"
"GO:1901097","negative regulation of autophagosome maturation","BP",5,0,1,1
"GO:0033206","meiotic cytokinesis","BP",5,0,1,1
"GO:1905821","positive regulation of chromosome condensation","BP",5,0,1,1
"GO:0036149","phosphatidylinositol acyl-chain remodeling","BP",5,0,1,1
"GO:0030208","dermatan sulfate biosynthetic process","BP",5,0,1,1
"GO:0036481","intrinsic apoptotic signaling pathway in response to hydrogen peroxide","BP",5,0,1,1
"GO:0043252","sodium-independent organic anion transport","BP",5,0,1,1
"GO:0006566","threonine metabolic process","BP",5,0,1,1
"GO:1902747","negative regulation of lens fiber cell differentiation","BP",5,0,1,1
"GO:0015888","thiamine transport","BP",5,0,1,1
"GO:0097742","de novo centriole assembly","BP",5,0,1,1
"GO:0098535","de novo centriole assembly involved in multi-ciliated epithelial cell differentiation","BP",5,0,1,1
"GO:2000625","regulation of miRNA catabolic process","BP",5,0,1,1
"GO:0071076","RNA 3' uridylation","BP",5,0,1,1
"GO:0110104","mRNA alternative polyadenylation","BP",5,0,1,1
"GO:0051418","microtubule nucleation by microtubule organizing center","BP",5,0,1,1
"GO:1902956","regulation of mitochondrial electron transport, NADH to ubiquinone","BP",5,0,1,1
"GO:0006489","dolichyl diphosphate biosynthetic process","BP",5,0,1,1
"GO:0046465","dolichyl diphosphate metabolic process","BP",5,0,1,1
"GO:2000436","positive regulation of protein neddylation","BP",5,0,1,1
"GO:0036066","protein O-linked fucosylation","BP",5,0,1,1
"GO:0035610","protein side chain deglutamylation","BP",5,0,1,1
"GO:0018103","protein C-linked glycosylation","BP",5,0,1,1
"GO:0018211","peptidyl-tryptophan modification","BP",5,0,1,1
"GO:0018317","protein C-linked glycosylation via tryptophan","BP",5,0,1,1
"GO:0018406","protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan","BP",5,0,1,1
"GO:1990564","protein polyufmylation","BP",5,0,1,1
"GO:1990592","protein K69-linked ufmylation","BP",5,0,1,1
"GO:0097198","histone H3-K36 trimethylation","BP",5,0,1,1
"GO:0120197","mucociliary clearance","BP",5,0,1,1
"GO:0070291","N-acylethanolamine metabolic process","BP",5,0,1,1
"GO:0034227","tRNA thio-modification","BP",5,0,1,1
"GO:0043190","ATP-binding cassette (ABC) transporter complex","CC",5,0,1,1
"GO:0032010","phagolysosome","CC",5,1,0.0368084079746139,0.955204731466213
"GO:0032127","dense core granule membrane","CC",5,0,1,1
"GO:0098691","dopaminergic synapse","CC",5,0,1,1
"GO:0043196","varicosity","CC",5,0,1,1
"GO:0044300","cerebellar mossy fiber","CC",5,0,1,1
"GO:0098850","extrinsic component of synaptic vesicle membrane","CC",5,0,1,1
"GO:0071817","MMXD complex","CC",5,0,1,1
"GO:0031232","extrinsic component of external side of plasma membrane","CC",5,0,1,1
"GO:0034366","spherical high-density lipoprotein particle","CC",5,0,1,1
"GO:0032541","cortical endoplasmic reticulum","CC",5,0,1,1
"GO:0000275","mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)","CC",5,0,1,1
"GO:0030056","hemidesmosome","CC",5,1,0.0368084079746139,0.955204731466213
"GO:0033018","sarcoplasmic reticulum lumen","CC",5,0,1,1
"GO:0001940","male pronucleus","CC",5,0,1,1
"GO:0031088","platelet dense granule membrane","CC",5,0,1,1
"GO:0019814","immunoglobulin complex","CC",5,0,1,1
"GO:0034506","chromosome, centromeric core domain","CC",5,0,1,1
"GO:0070390","transcription export complex 2","CC",5,0,1,1
"GO:0098981","cholinergic synapse","CC",5,0,1,1
"GO:0008385","IkappaB kinase complex","CC",5,0,1,1
"GO:0030123","AP-3 adaptor complex","CC",5,0,1,1
"GO:0071439","clathrin complex","CC",5,0,1,1
"GO:0005583","fibrillar collagen trimer","CC",5,0,1,1
"GO:0098643","banded collagen fibril","CC",5,0,1,1
"GO:0005587","collagen type IV trimer","CC",5,0,1,1
"GO:0036021","endolysosome lumen","CC",5,0,1,1
"GO:0031465","Cul4B-RING E3 ubiquitin ligase complex","CC",5,0,1,1
"GO:0031429","box H/ACA snoRNP complex","CC",5,0,1,1
"GO:0072588","box H/ACA RNP complex","CC",5,0,1,1
"GO:0045252","oxoglutarate dehydrogenase complex","CC",5,0,1,1
"GO:0097025","MPP7-DLG1-LIN7 complex","CC",5,0,1,1
"GO:0033093","Weibel-Palade body","CC",5,0,1,1
"GO:0005642","annulate lamellae","CC",5,0,1,1
"GO:0097427","microtubule bundle","CC",5,0,1,1
"GO:0071598","neuronal ribonucleoprotein granule","CC",5,0,1,1
"GO:0035976","transcription factor AP-1 complex","CC",5,0,1,1
"GO:0044327","dendritic spine head","CC",5,1,0.0368084079746139,0.955204731466213
"GO:1990635","proximal dendrite","CC",5,0,1,1
"GO:0106002","mCRD-mediated mRNA stability complex","CC",5,0,1,1
"GO:0005638","lamin filament","CC",5,0,1,1
"GO:0005955","calcineurin complex","CC",5,0,1,1
"GO:0098892","extrinsic component of postsynaptic specialization membrane","CC",5,0,1,1
"GO:0097457","hippocampal mossy fiber","CC",5,0,1,1
"GO:0005658","alpha DNA polymerase:primase complex","CC",5,0,1,1
"GO:0005964","phosphorylase kinase complex","CC",5,0,1,1
"GO:0071458","integral component of cytoplasmic side of endoplasmic reticulum membrane","CC",5,0,1,1
"GO:0008622","epsilon DNA polymerase complex","CC",5,0,1,1
"GO:0030289","protein phosphatase 4 complex","CC",5,0,1,1
"GO:0005663","DNA replication factor C complex","CC",5,0,1,1
"GO:0001739","sex chromatin","CC",5,0,1,1
"GO:1990075","periciliary membrane compartment","CC",5,0,1,1
"GO:0014701","junctional sarcoplasmic reticulum membrane","CC",5,0,1,1
"GO:0061700","GATOR2 complex","CC",5,0,1,1
"GO:0072379","ER membrane insertion complex","CC",5,0,1,1
"GO:0070552","BRISC complex","CC",5,0,1,1
"GO:0000243","commitment complex","CC",5,0,1,1
"GO:0097356","perinucleolar compartment","CC",5,0,1,1
"GO:0005784","Sec61 translocon complex","CC",5,0,1,1
"GO:0033553","rDNA heterochromatin","CC",5,0,1,1
"GO:0005827","polar microtubule","CC",5,0,1,1
"GO:0089701","U2AF complex","CC",5,0,1,1
"GO:0000408","EKC/KEOPS complex","CC",5,0,1,1
"GO:1990462","omegasome","CC",5,0,1,1
"GO:0097255","R2TP complex","CC",5,0,1,1
"GO:0071986","Ragulator complex","CC",5,0,1,1
"GO:0042765","GPI-anchor transamidase complex","CC",5,0,1,1
"GO:0032449","CBM complex","CC",5,0,1,1
"GO:0048788","cytoskeleton of presynaptic active zone","CC",5,0,1,1
"GO:0097361","CIA complex","CC",5,0,1,1
"GO:0097422","tubular endosome","CC",5,0,1,1
"GO:0005787","signal peptidase complex","CC",5,0,1,1
"GO:0002139","stereocilia coupling link","CC",5,1,0.0368084079746139,0.955204731466213
"GO:0002141","stereocilia ankle link","CC",5,1,0.0368084079746139,0.955204731466213
"GO:0002142","stereocilia ankle link complex","CC",5,1,0.0368084079746139,0.955204731466213
"GO:0034657","GID complex","CC",5,0,1,1
"GO:1990246","uniplex complex","CC",5,0,1,1
"GO:0000923","equatorial microtubule organizing center","CC",5,0,1,1
"GO:1990229","iron-sulfur cluster assembly complex","CC",5,0,1,1
"GO:0098536","deuterosome","CC",5,0,1,1
"GO:0030868","smooth endoplasmic reticulum membrane","CC",5,0,1,1
"GO:0072487","MSL complex","CC",5,0,1,1
"GO:0035658","Mon1-Ccz1 complex","CC",5,0,1,1
"GO:1990726","Lsm1-7-Pat1 complex","CC",5,0,1,1
"GO:0098826","endoplasmic reticulum tubular network membrane","CC",5,0,1,1
"GO:0036156","inner dynein arm","CC",5,0,1,1
"GO:0001405","PAM complex, Tim23 associated import motor","CC",5,0,1,1
"GO:0070695","FHF complex","CC",5,0,1,1
"GO:0019958","C-X-C chemokine binding","MF",5,0,1,1
"GO:0019966","interleukin-1 binding","MF",5,0,1,1
"GO:0043120","tumor necrosis factor binding","MF",5,0,1,1
"GO:0034186","apolipoprotein A-I binding","MF",5,0,1,1
"GO:0003985","acetyl-CoA C-acetyltransferase activity","MF",5,0,1,1
"GO:0009374","biotin binding","MF",5,0,1,1
"GO:0004466","long-chain-acyl-CoA dehydrogenase activity","MF",5,0,1,1
"GO:0016361","activin receptor activity, type I","MF",5,0,1,1
"GO:0034711","inhibin binding","MF",5,0,1,1
"GO:0004046","aminoacylase activity","MF",5,0,1,1
"GO:0008251","tRNA-specific adenosine deaminase activity","MF",5,0,1,1
"GO:0019136","deoxynucleoside kinase activity","MF",5,0,1,1
"GO:0099528","G protein-coupled neurotransmitter receptor activity","MF",5,0,1,1
"GO:0090599","alpha-glucosidase activity","MF",5,0,1,1
"GO:0031702","type 1 angiotensin receptor binding","MF",5,0,1,1
"GO:0043878","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity","MF",5,0,1,1
"GO:0001758","retinal dehydrogenase activity","MF",5,0,1,1
"GO:0004464","leukotriene-C4 synthase activity","MF",5,0,1,1
"GO:0050543","icosatetraenoic acid binding","MF",5,0,1,1
"GO:0050544","arachidonic acid binding","MF",5,0,1,1
"GO:0019828","aspartic-type endopeptidase inhibitor activity","MF",5,0,1,1
"GO:0004523","RNA-DNA hybrid ribonuclease activity","MF",5,0,1,1
"GO:0005221","intracellular cyclic nucleotide activated cation channel activity","MF",5,0,1,1
"GO:0015166","polyol transmembrane transporter activity","MF",5,0,1,1
"GO:0043855","cyclic nucleotide-gated ion channel activity","MF",5,0,1,1
"GO:1990763","arrestin family protein binding","MF",5,0,1,1
"GO:0017040","N-acylsphingosine amidohydrolase activity","MF",5,0,1,1
"GO:0019238","cyclohydrolase activity","MF",5,0,1,1
"GO:0005391","P-type sodium:potassium-exchanging transporter activity","MF",5,0,1,1
"GO:0008554","P-type sodium transporter activity","MF",5,0,1,1
"GO:0008556","P-type potassium transmembrane transporter activity","MF",5,0,1,1
"GO:0005375","copper ion transmembrane transporter activity","MF",5,0,1,1
"GO:0015616","DNA translocase activity","MF",5,0,1,1
"GO:0005000","vasopressin receptor activity","MF",5,0,1,1
"GO:0000403","Y-form DNA binding","MF",5,0,1,1
"GO:0062037","D-loop DNA binding","MF",5,0,1,1
"GO:0097177","mitochondrial ribosome binding","MF",5,0,1,1
"GO:0099511","voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels","MF",5,0,1,1
"GO:0099626","voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels","MF",5,0,1,1
"GO:0005499","vitamin D binding","MF",5,0,1,1
"GO:0098809","nitrite reductase activity","MF",5,0,1,1
"GO:0042289","MHC class II protein binding","MF",5,0,1,1
"GO:0001875","lipopolysaccharide immune receptor activity","MF",5,0,1,1
"GO:0030548","acetylcholine receptor regulator activity","MF",5,0,1,1
"GO:0043125","ErbB-3 class receptor binding","MF",5,0,1,1
"GO:0099602","neurotransmitter receptor regulator activity","MF",5,0,1,1
"GO:0140311","protein sequestering activity","MF",5,0,1,1
"GO:0140313","molecular sequestering activity","MF",5,0,1,1
"GO:0004771","sterol esterase activity","MF",5,0,1,1
"GO:0008126","acetylesterase activity","MF",5,0,1,1
"GO:0017129","triglyceride binding","MF",5,0,1,1
"GO:0004661","protein geranylgeranyltransferase activity","MF",5,0,1,1
"GO:0004185","serine-type carboxypeptidase activity","MF",5,0,1,1
"GO:0016416","O-palmitoyltransferase activity","MF",5,0,1,1
"GO:0001851","complement component C3b binding","MF",5,0,1,1
"GO:0009881","photoreceptor activity","MF",5,0,1,1
"GO:0051525","NFAT protein binding","MF",5,0,1,1
"GO:0019960","C-X3-C chemokine binding","MF",5,0,1,1
"GO:0106256","hydroperoxy icosatetraenoate dehydratase activity","MF",5,0,1,1
"GO:0030156","benzodiazepine receptor binding","MF",5,0,1,1
"GO:0036042","long-chain fatty acyl-CoA binding","MF",5,0,1,1
"GO:0070573","metallodipeptidase activity","MF",5,0,1,1
"GO:0033592","RNA strand annealing activity","MF",5,0,1,1
"GO:1905538","polysome binding","MF",5,0,1,1
"GO:0034513","box H/ACA snoRNA binding","MF",5,0,1,1
"GO:0004738","pyruvate dehydrogenase activity","MF",5,0,1,1
"GO:0034603","pyruvate dehydrogenase [NAD(P)+] activity","MF",5,0,1,1
"GO:0034604","pyruvate dehydrogenase (NAD+) activity","MF",5,0,1,1
"GO:0070915","lysophosphatidic acid receptor activity","MF",5,0,1,1
"GO:0038036","sphingosine-1-phosphate receptor activity","MF",5,0,1,1
"GO:0005337","nucleoside transmembrane transporter activity","MF",5,0,1,1
"GO:0004301","epoxide hydrolase activity","MF",5,0,1,1
"GO:0038132","neuregulin binding","MF",5,0,1,1
"GO:0003810","protein-glutamine gamma-glutamyltransferase activity","MF",5,0,1,1
"GO:0019763","immunoglobulin receptor activity","MF",5,0,1,1
"GO:0005007","fibroblast growth factor-activated receptor activity","MF",5,0,1,1
"GO:0046920","alpha-(1->3)-fucosyltransferase activity","MF",5,0,1,1
"GO:0051575","5'-deoxyribose-5-phosphate lyase activity","MF",5,0,1,1
"GO:0099095","ligand-gated anion channel activity","MF",5,1,0.0368084079746139,0.955204731466213
"GO:0003945","N-acetyllactosamine synthase activity","MF",5,0,1,1
"GO:0015925","galactosidase activity","MF",5,1,0.0368084079746139,0.955204731466213
"GO:0015038","glutathione disulfide oxidoreductase activity","MF",5,0,1,1
"GO:0004563","beta-N-acetylhexosaminidase activity","MF",5,0,1,1
"GO:0004630","phospholipase D activity","MF",5,0,1,1
"GO:0036313","phosphatidylinositol 3-kinase catalytic subunit binding","MF",5,0,1,1
"GO:0016841","ammonia-lyase activity","MF",5,0,1,1
"GO:0046978","TAP1 binding","MF",5,0,1,1
"GO:0097100","supercoiled DNA binding","MF",5,0,1,1
"GO:0035242","protein-arginine omega-N asymmetric methyltransferase activity","MF",5,0,1,1
"GO:0035241","protein-arginine omega-N monomethyltransferase activity","MF",5,0,1,1
"GO:0140545","protein disaggregase activity","MF",5,0,1,1
"GO:0004415","hyalurononglucosaminidase activity","MF",5,0,1,1
"GO:0043559","insulin binding","MF",5,0,1,1
"GO:0004448","isocitrate dehydrogenase activity","MF",5,0,1,1
"GO:0031995","insulin-like growth factor II binding","MF",5,0,1,1
"GO:0004923","leukemia inhibitory factor receptor activity","MF",5,0,1,1
"GO:0004924","oncostatin-M receptor activity","MF",5,0,1,1
"GO:0016312","inositol bisphosphate phosphatase activity","MF",5,0,1,1
"GO:0004704","NF-kappaB-inducing kinase activity","MF",5,0,1,1
"GO:0008310","single-stranded DNA 3'-5' exodeoxyribonuclease activity","MF",5,0,1,1
"GO:0098639","collagen binding involved in cell-matrix adhesion","MF",5,0,1,1
"GO:1990405","protein antigen binding","MF",5,0,1,1
"GO:0004579","dolichyl-diphosphooligosaccharide-protein glycotransferase activity","MF",5,0,1,1
"GO:0051766","inositol trisphosphate kinase activity","MF",5,0,1,1
"GO:0043533","inositol 1,3,4,5 tetrakisphosphate binding","MF",5,0,1,1
"GO:0005131","growth hormone receptor binding","MF",5,0,1,1
"GO:0015272","ATP-activated inward rectifier potassium channel activity","MF",5,0,1,1
"GO:0016886","ligase activity, forming phosphoric ester bonds","MF",5,0,1,1
"GO:0052739","phosphatidylserine 1-acylhydrolase activity","MF",5,0,1,1
"GO:0052740","1-acyl-2-lysophosphatidylserine acylhydrolase activity","MF",5,0,1,1
"GO:0019911","structural constituent of myelin sheath","MF",5,0,1,1
"GO:0001517","N-acetylglucosamine 6-O-sulfotransferase activity","MF",5,0,1,1
"GO:0042937","tripeptide transmembrane transporter activity","MF",5,0,1,1
"GO:0016723","oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor","MF",5,0,1,1
"GO:0048495","Roundabout binding","MF",5,1,0.0368084079746139,0.955204731466213
"GO:0019826","oxygen sensor activity","MF",5,0,1,1
"GO:0008169","C-methyltransferase activity","MF",5,0,1,1
"GO:0042979","ornithine decarboxylase regulator activity","MF",5,0,1,1
"GO:0043813","phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity","MF",5,0,1,1
"GO:0035381","ATP-gated ion channel activity","MF",5,0,1,1
"GO:0031685","adenosine receptor binding","MF",5,0,1,1
"GO:0004656","procollagen-proline 4-dioxygenase activity","MF",5,0,1,1
"GO:0004740","pyruvate dehydrogenase (acetyl-transferring) kinase activity","MF",5,0,1,1
"GO:0050656","3'-phosphoadenosine 5'-phosphosulfate binding","MF",5,0,1,1
"GO:0140346","phosphatidylserine flippase activity","MF",5,0,1,1
"GO:0090555","phosphatidylethanolamine flippase activity","MF",5,0,1,1
"GO:0005315","inorganic phosphate transmembrane transporter activity","MF",5,0,1,1
"GO:0017176","phosphatidylinositol N-acetylglucosaminyltransferase activity","MF",5,0,1,1
"GO:0004430","1-phosphatidylinositol 4-kinase activity","MF",5,0,1,1
"GO:0001055","RNA polymerase II activity","MF",5,0,1,1
"GO:0004955","prostaglandin receptor activity","MF",5,0,1,1
"GO:0050693","LBD domain binding","MF",5,0,1,1
"GO:0033192","calmodulin-dependent protein phosphatase activity","MF",5,0,1,1
